name,rating,reviews,industry,location
Mynd Solutions Private,3.7,(706),BPO,Gurugram +33 other locations
Ramky Infrastructure,4.2,(705),Engineering & Construction,Hyderabad +51 other locations
Moglix,3.3,(705),Internet,Noida +39 other locations
Jubilant Ingrevia,3.8,(705),Chemicals,Bharuch +33 other locations
Ness Digital Engineering,3.2,(705),IT Services & Consulting,Bengaluru +11 other locations
Joyalukkas,4.6,(704),Retail,Bengaluru +76 other locations
Patel Engineering,4.1,(705),Engineering & Construction,Mumbai +71 other locations
IHG,3.6,(700),Hospitality,New Delhi +46 other locations
CtrlS,3.7,(702),IT Services & Consulting,Hyderabad +17 other locations
Progressive Infovision,3.8,(700),Recruitment,New Delhi +79 other locations
HRH Next Services,3.0,(700),BPO,Hyderabad +23 other locations
Vindhya Telelinks,4.0,(701),Hardware & Networking,Rewa +97 other locations
Technotask Business Solutions,3.5,(700),BPO,Bhopal +21 other locations
Nephroplus,3.8,(699),Healthcare,Hyderabad +113 other locations
Radico Khaitan,4.0,(699),Beverage,Rampur +81 other locations
Asb International,3.6,(699),Industrial Machinery,Mumbai +23 other locations
TTK Prestige,3.8,(698),Consumer Electronics & Appliances,Bengaluru +83 other locations
Wuerth,3.5,(698),Industrial Machinery,Pune +66 other locations
Kaar Tech,4.3,(697),IT Services & Consulting,Chennai +12 other locations
TCNS Clothing Company,4.1,(698),Fashion & Textile,New Delhi +110 other locations
Bharat Serums and Vaccines,3.9,(698),Pharma,Mumbai +67 other locations
Vizag Steel,3.9,(697),Iron & Steel,Visakhapatnam +29 other locations
Writer Corporation,3.5,(697),Logistics,Mumbai +83 other locations
North East Small Finance Bank,3.5,(696),Banking,Guwahati +92 other locations
LEAP India Limited,4.6,(696),Packaging,Mumbai +48 other locations
Lohia Corp,4.0,(695),Industrial Machinery,Kanpur +21 other locations
BDO RISE Private Limited,3.6,(695),Accounting & Auditing,Bengaluru +9 other locations
Nomura Holdings,3.7,(696),Investment Banking / Venture Capital / Private Equity,Mumbai +11 other locations
Csc E Governance Services,3.8,(695),Government,New Delhi +202 other locations
Sykes Business Services Of India,3.4,(695),BPO,Hyderabad +15 other locations
Leverage Edu,4.0,(695),EdTech,Noida +22 other locations
Dodla Dairy,4.2,(695),Food Processing,Hyderabad +73 other locations
Transsion,4.0,(695),Consumer Electronics & Appliances,Noida +65 other locations
PPG Asian Paints,3.8,(695),Chemicals,Mumbai +60 other locations
Micro Turners,3.8,(694),Auto Components,Baddi +43 other locations
Samunnati,4.5,(694),NBFC,Chennai +61 other locations
TransUnion,3.5,(693),Financial Services,Chennai +10 other locations
HSBC Bank,4.0,(693),Banking,Hyderabad +37 other locations
Elite Elevators,4.2,(694),Industrial Machinery,Chennai +41 other locations
Flash Electronics,3.5,(692),Electronics Manufacturing,Pune +22 other locations
Capco Technologies,3.8,(693),IT Services & Consulting,Bengaluru +18 other locations
Emami Agrotech,3.9,(693),Food Processing,Kolkata +67 other locations
NSB Bpo Solutions,2.8,(691),BPO,Noida +83 other locations
Keventer,3.8,(692),FMCG,Kolkata +65 other locations
ChannelPlay,3.8,(691),Marketing & Advertising,Gurugram +95 other locations
Bisk Farm,4.0,(691),Food Processing,Kolkata +140 other locations
SG Analytics,2.5,(691),Analytics & KPO,Pune +12 other locations
Autoliv,3.9,(690),Auto Components,Bengaluru +23 other locations
Blue Yonder,3.6,(690),Software Product,Bengaluru +14 other locations
